local_student_id	site_id	grading_period_name	academic_year	local_section_id	school_course_id	corrected_grade	max_credits	credits_received	is_final?	is_repeat?	session_type_id
40866	2	Final Grade	2018	2018TAHEXPI191RiedAM	I191	P	1	1	1	0	1
40866	2	Final Grade	2018	2018TAHEXPI136BerlPM	I136	P	1	1	1	0	1
40867	2	Final Grade	2018	80388	B300	C	1	1	1	0	1
40867	2	Final Grade	2018	80432	D200	C	1	1	1	0	1
40867	2	Final Grade	2018	80435	A300	C	1	1	1	0	1
40867	2	Final Grade	2018	80485	C320	I	1	0	1	0	1
40867	2	Final Grade	2018	2018TAHEXPI136BettPM	I136	P	1	1	1	0	1
40867	2	Final Grade	2018	2018TAHEXPG102ThieAM	G102	F	1	0	1	0	1
40872	2	Final Grade	2018	80406	D200	B-	1	1	1	0	1
40872	2	Final Grade	2018	80428	C320	B+	1	1	1	0	1
40872	2	Final Grade	2018	80479	A300	C	1	1	1	0	1
40872	2	Final Grade	2018	80487	E300	C+	1	1	1	0	1
40872	2	Final Grade	2018	80493	B300	B-	1	1	1	0	1
40872	2	Final Grade	2018	2018TAHEXPI136BettAM	I136	P	1	1	1	0	1
40872	2	Final Grade	2018	2018TAHEXPI305ThiePM	I305	P	1	1	1	0	1
40873	2	Final Grade	2018	80367	E300	A	1	1	1	0	1
40873	2	Final Grade	2018	80378	A300	B	1	1	1	0	1
40873	2	Final Grade	2018	80403	C320	A-	1	1	1	0	1
40873	2	Final Grade	2018	80449	D200	A-	1	1	1	0	1
40873	2	Final Grade	2018	80493	B300	A-	1	1	1	0	1
40873	2	Final Grade	2018	2018TAHEXPI136BettPM	I136	P	1	1	1	0	1
40873	2	Final Grade	2018	2018TAHEXPF511NelsAM	F511	B	1	1	1	0	1
40876	2	Final Grade	2018	80384	A400	A	1	1	1	0	1
40876	2	Final Grade	2018	80386	C420	A-	1	1	1	0	1
40876	2	Final Grade	2018	80394	C400	A-	1	1	1	0	1
40876	2	Final Grade	2018	80409	D430	A	1	1	1	0	1
40876	2	Final Grade	2018	80424	B400	A-	1	1	1	0	1
40876	2	Final Grade	2018	80496	E400	A-	1	1	1	0	1
40876	2	Final Grade	2018	2018TAHEXPI139GutiAMPM	I139	P	1	1	1	0	1
40883	2	Final Grade	2018	80374	E200	C-	1	1	1	0	1
40883	2	Final Grade	2018	80435	A300	C-	1	1	1	0	1
40883	2	Final Grade	2018	80511	B300	C-	1	1	1	0	1
40883	2	Final Grade	2018	2018TAHEXPI136BettPM	I136	P	1	1	1	0	1
40883	2	Final Grade	2018	2018TAHEXPF502ScicAM	F502	F	1	0	1	0	1
40883	2	Final Grade	2018	83063	D200	W	1	0	1	0	1
40884	2	Final Grade	2018	80368	D200	A-	1	1	1	0	1
40884	2	Final Grade	2018	80370	E300	A	1	1	1	0	1
40884	2	Final Grade	2018	80376	A300	A+	1	1	1	0	1
40884	2	Final Grade	2018	80509	C320	A-	1	1	1	0	1
40884	2	Final Grade	2018	80511	B300	A+	1	1	1	0	1
40884	2	Final Grade	2018	2018TAHEXPI136BettAM	I136	P	1	1	1	0	1
40884	2	Final Grade	2018	2018TAHEXPI305ThiePM	I305	P	1	1	1	0	1
40885	2	Final Grade	2018	80367	E300	B-	1	1	1	0	1
40885	2	Final Grade	2018	80386	C420	A	1	1	1	0	1
40885	2	Final Grade	2018	80409	D430	A-	1	1	1	0	1
40885	2	Final Grade	2018	80433	A400	B+	1	1	1	0	1
40885	2	Final Grade	2018	80455	B400	B	1	1	1	0	1
40885	2	Final Grade	2018	2018TAHEXPI106GutiAMPM	I106	P	1	1	1	0	1
40887	2	Final Grade	2018	80378	A300	B	1	1	1	0	1
40887	2	Final Grade	2018	80449	D200	B-	1	1	1	0	1
40887	2	Final Grade	2018	80485	C320	B	1	1	1	0	1
40887	2	Final Grade	2018	80487	E300	B-	1	1	1	0	1
40887	2	Final Grade	2018	80498	B300	B+	1	1	1	0	1
40887	2	Final Grade	2018	2018TAHEXPI136BettPM	I136	P	1	1	1	0	1
40887	2	Final Grade	2018	82683	I1106VP	P	1	1	1	0	1
40888	2	Final Grade	2018	80428	C320	C	1	1	1	0	1
40888	2	Final Grade	2018	80479	A300	C-	1	1	1	0	1
40888	2	Final Grade	2018	80496	E400	B	1	1	1	0	1
40888	2	Final Grade	2018	80498	B300	B-	1	1	1	0	1
40888	2	Final Grade	2018	2018TAHEXPI191RiedAM	I191	P	1	1	1	0	1
40888	2	Final Grade	2018	2018TAHEXPI136BerlPM	I136	NP	1	0	1	0	1
40890	2	Final Grade	2018	80376	A300	C	1	1	1	0	1
40890	2	Final Grade	2018	80406	D200	C-	1	1	1	0	1
40890	2	Final Grade	2018	80428	C320	C-	1	1	1	0	1
40890	2	Final Grade	2018	80466	B200	C+	1	1	1	0	1
40890	2	Final Grade	2018	80493	B300	C	1	1	1	0	1
40890	2	Final Grade	2018	2018TAHEXPI136BettAM	I136	NP	1	0	1	0	1
40891	2	Final Grade	2018	80433	A400	C-	1	1	1	0	1
40891	2	Final Grade	2018	80455	B400	C	1	1	1	0	1
40891	2	Final Grade	2018	80463	C420	C-	1	1	1	0	1
40891	2	Final Grade	2018	80513	D430	C-	1	1	1	0	1
40891	2	Final Grade	2018	2018TAHEXPI305ThiePM	I305	P	1	1	1	0	1
40891	2	Final Grade	2018	82685	I1106SL	P	1	1	1	0	1
40893	2	Final Grade	2018	80384	A400	C+	1	1	1	0	1
40893	2	Final Grade	2018	80386	C420	C-	1	1	1	0	1
40893	2	Final Grade	2018	80424	B400	B-	1	1	1	0	1
40893	2	Final Grade	2018	80513	D430	F	1	0	1	0	1
40893	2	Final Grade	2018	2018TAHEXPI139GutiAMPM	I139	P	1	1	1	0	1
40895	2	Final Grade	2018	80368	D200	C-	1	1	1	0	1
40895	2	Final Grade	2018	80378	A300	B-	1	1	1	0	1
40895	2	Final Grade	2018	80388	B300	B-	1	1	1	0	1
40895	2	Final Grade	2018	80403	C320	C	1	1	1	0	1
40895	2	Final Grade	2018	2018TAHEXPI136BerlPM	I136	NP	1	0	1	0	1
40895	2	Final Grade	2018	2018TAHEXPG102ThieAM	G102	F	1	0	1	0	1
40898	2	Final Grade	2018	80367	E300	B	1	1	1	0	1
40898	2	Final Grade	2018	80368	D200	I	1	0	1	0	1
40898	2	Final Grade	2018	80378	A300	B-	1	1	1	0	1
40898	2	Final Grade	2018	80428	C320	C	1	1	1	0	1
40898	2	Final Grade	2018	80511	B300	B	1	1	1	0	1
40898	2	Final Grade	2018	2018TAHEXPF503ScicAM	F503	B	1	1	1	0	1
40898	2	Final Grade	2018	2018TAHEXPI136BettPM	I136	P	1	1	1	0	1
40899	2	Final Grade	2018	80436	D300	A	1	1	1	0	1
40899	2	Final Grade	2018	80466	B200	A+	1	1	1	0	1
40899	2	Final Grade	2018	80471	E200	A	1	1	1	0	1
40899	2	Final Grade	2018	80497	A200	A	1	1	1	0	1
40899	2	Final Grade	2018	80501	C220	A	1	1	1	0	1
40899	2	Final Grade	2018	2018TAHEXPI307NelsPM	I307	P	1	1	1	0	1
40899	2	Final Grade	2018	2018TAHEXPF502ScicAM	F502	B-	1	1	1	0	1
40900	2	Final Grade	2018	80411	C220	B-	1	1	1	0	1
40900	2	Final Grade	2018	80436	D300	A-	1	1	1	0	1
40900	2	Final Grade	2018	80458	E200	A-	1	1	1	0	1
40900	2	Final Grade	2018	80466	B200	B	1	1	1	0	1
40900	2	Final Grade	2018	80504	A200	B-	1	1	1	0	1
40900	2	Final Grade	2018	2018TAHEXPI022CalvPM	G022	C	1	1	1	0	1
40900	2	Final Grade	2018	2018TAHEXPF502ScicAM	F502	F	1	0	1	0	1
40901	2	Final Grade	2018	80374	E200	A+	1	1	1	0	1
40901	2	Final Grade	2018	80380	B200	A+	1	1	1	0	1
40901	2	Final Grade	2018	80415	D300	A+	1	1	1	0	1
40901	2	Final Grade	2018	80485	C320	A+	1	1	1	0	1
40901	2	Final Grade	2018	80497	A200	A+	1	1	1	0	1
40901	2	Final Grade	2018	2018TAHEXPF502ScicPM	F502	A	1	1	1	0	1
40901	2	Final Grade	2018	2018TAHEXPG102ThieAM	G102	F	1	0	1	0	1
40905	2	Final Grade	2018	80436	D300	A+	1	1	1	0	1
40905	2	Final Grade	2018	80458	E200	A+	1	1	1	0	1
40905	2	Final Grade	2018	80466	B200	A+	1	1	1	0	1
40905	2	Final Grade	2018	80497	A200	A+	1	1	1	0	1
40905	2	Final Grade	2018	80509	C320	A	1	1	1	0	1
40905	2	Final Grade	2018	2018TAHEXPI299DeOrPM	G299	A+	1	1	1	0	1
40905	2	Final Grade	2018	2018TAHEXPF512CalvAM	F512	A+	1	1	1	0	1
40907	2	Final Grade	2018	80389	B200	B-	1	1	1	0	1
40907	2	Final Grade	2018	80408	D300	C	1	1	1	0	1
40907	2	Final Grade	2018	80414	C220	C+	1	1	1	0	1
40907	2	Final Grade	2018	80458	E200	C-	1	1	1	0	1
40907	2	Final Grade	2018	80504	A200	C-	1	1	1	0	1
40907	2	Final Grade	2018	2018TAHEXPI307NelsPM	I307	P	1	1	1	0	1
40908	2	Final Grade	2018	80411	C220	A-	1	1	1	0	1
40908	2	Final Grade	2018	80458	E200	B+	1	1	1	0	1
40908	2	Final Grade	2018	80477	D300	A	1	1	1	0	1
40908	2	Final Grade	2018	80488	A200	A	1	1	1	0	1
40908	2	Final Grade	2018	80508	B200	A	1	1	1	0	1
40908	2	Final Grade	2018	2018TAHEXPG102ThieAM	G102	A+	1	1	1	0	1
40908	2	Final Grade	2018	82926	I1103	P	1	1	1	0	1
40909	2	Final Grade	2018	80374	E200	A-	1	1	1	0	1
40909	2	Final Grade	2018	80375	A200	A	1	1	1	0	1
40909	2	Final Grade	2018	80389	B200	A	1	1	1	0	1
40909	2	Final Grade	2018	80408	D300	A-	1	1	1	0	1
40909	2	Final Grade	2018	80414	C220	B+	1	1	1	0	1
40909	2	Final Grade	2018	2018TAHEXPG102ThieAM	G102	A+	1	1	1	0	1
40909	2	Final Grade	2018	82926	I1103	P	1	1	1	0	1
40910	2	Final Grade	2018	80389	B200	C+	1	1	1	0	1
40910	2	Final Grade	2018	80414	C220	C+	1	1	1	0	1
40910	2	Final Grade	2018	80415	D300	I	1	0	1	0	1
40910	2	Final Grade	2018	80458	E200	B	1	1	1	0	1
40910	2	Final Grade	2018	80504	A200	C-	1	1	1	0	1
40910	2	Final Grade	2018	2018TAHEXPI022CalvPM	G022	B	1	1	1	0	1
40911	2	Final Grade	2018	80370	E300	A	1	1	1	0	1
40911	2	Final Grade	2018	80380	B200	B	1	1	1	0	1
40911	2	Final Grade	2018	80477	D300	B	1	1	1	0	1
40911	2	Final Grade	2018	80497	A200	B	1	1	1	0	1
40911	2	Final Grade	2018	80501	C220	B+	1	1	1	0	1
40911	2	Final Grade	2018	2018TAHEXPF502ScicPM	F502	A-	1	1	1	0	1
40911	2	Final Grade	2018	2018TAHEXPF512CalvAM	F512	A+	1	1	1	0	1
40912	2	Final Grade	2018	80370	E300	A+	1	1	1	0	1
40912	2	Final Grade	2018	80432	D200	A	1	1	1	0	1
40912	2	Final Grade	2018	80466	B200	A+	1	1	1	0	1
40912	2	Final Grade	2018	80477	D300	A-	1	1	1	0	1
40912	2	Final Grade	2018	80485	C320	A+	1	1	1	0	1
40912	2	Final Grade	2018	80488	A200	A+	1	1	1	0	1
40912	2	Final Grade	2018	2018TAHEXPF502ScicPM	F502	A+	1	1	1	0	1
40912	2	Final Grade	2018	82925	I1103	P	1	1	1	0	1
40913	2	Final Grade	2018	80380	B200	A+	1	1	1	0	1
40913	2	Final Grade	2018	80411	C220	A	1	1	1	0	1
40913	2	Final Grade	2018	80415	D300	A	1	1	1	0	1
40913	2	Final Grade	2018	80458	E200	A	1	1	1	0	1
40913	2	Final Grade	2018	80504	A200	A	1	1	1	0	1
40913	2	Final Grade	2018	2018TAHEXPI307NelsPM	I307	P	1	1	1	0	1
40913	2	Final Grade	2018	2018TAHEXPI165JohnAMPM	I267	P	1	1	1	0	1
40915	2	Final Grade	2018	80389	B200	A-	1	1	1	0	1
40915	2	Final Grade	2018	80436	D300	A-	1	1	1	0	1
40915	2	Final Grade	2018	80460	E400	A	1	1	1	0	1
40915	2	Final Grade	2018	80485	C320	A-	1	1	1	0	1
40915	2	Final Grade	2018	80504	A200	B+	1	1	1	0	1
40915	2	Final Grade	2018	2018TAHEXPI139GutiAMPM	I139	P	1	1	1	0	1
40916	2	Final Grade	2018	80380	B200	A-	1	1	1	0	1
40916	2	Final Grade	2018	80415	D300	B	1	1	1	0	1
40916	2	Final Grade	2018	80496	E400	A	1	1	1	0	1
40916	2	Final Grade	2018	80497	A200	A-	1	1	1	0	1
40916	2	Final Grade	2018	80509	C320	A-	1	1	1	0	1
40916	2	Final Grade	2018	2018TAHEXPI139GutiAMPM	I139	P	1	1	1	0	1
40917	2	Final Grade	2018	80477	D300	C	1	1	1	0	1
40917	2	Final Grade	2018	80487	E300	B	1	1	1	0	1
40917	2	Final Grade	2018	80488	A200	I	1	0	1	0	1
40917	2	Final Grade	2018	80501	C220	A+	1	1	1	0	1
40917	2	Final Grade	2018	80508	B200	I	1	0	1	0	1
40917	2	Final Grade	2018	2018TAHEXPF511NelsPM	F511	A+	1	1	1	0	1
40917	2	Final Grade	2018	2018TAHEXPF562EspaAM	F562	C+	1	1	1	0	1
40920	2	Final Grade	2018	80367	E300	B	1	1	1	0	1
40920	2	Final Grade	2018	80380	B200	B-	1	1	1	0	1
40920	2	Final Grade	2018	80408	D300	C	1	1	1	0	1
40920	2	Final Grade	2018	80501	C220	B-	1	1	1	0	1
40920	2	Final Grade	2018	80504	A200	C	1	1	1	0	1
40920	2	Final Grade	2018	2018TAHEXPI022CalvPM	G022	B	1	1	1	0	1
40920	2	Final Grade	2018	2018TAHEXPI228BockAM	I228	P	1	1	1	0	1
40922	2	Final Grade	2018	80374	E200	C	1	1	1	0	1
40922	2	Final Grade	2018	80375	A200	C	1	1	1	0	1
40922	2	Final Grade	2018	80380	B200	B-	1	1	1	0	1
40922	2	Final Grade	2018	80411	C220	I	1	0	1	0	1
40922	2	Final Grade	2018	80477	D300	C+	1	1	1	0	1
40922	2	Final Grade	2018	2018TAHEXPF562EspaPM	F562	B-	1	1	1	0	1
40922	2	Final Grade	2018	82925	I1103	NP	1	0	1	0	1
40923	2	Final Grade	2018	80374	E200	B	1	1	1	0	1
40923	2	Final Grade	2018	80375	A200	B	1	1	1	0	1
40923	2	Final Grade	2018	80380	B200	A	1	1	1	0	1
40923	2	Final Grade	2018	80411	C220	B	1	1	1	0	1
40923	2	Final Grade	2018	80477	D300	B+	1	1	1	0	1
40923	2	Final Grade	2018	2018TAHEXPF562EspaPM	F562	B-	1	1	1	0	1
40923	2	Final Grade	2018	2018TAHEXPI199DeOrAM	G199	A	1	1	1	0	1
40924	2	Final Grade	2018	80370	E300	B-	1	1	1	0	1
40924	2	Final Grade	2018	80380	B200	C	1	1	1	0	1
40924	2	Final Grade	2018	80415	D300	C-	1	1	1	0	1
40924	2	Final Grade	2018	80497	A200	C	1	1	1	0	1
40924	2	Final Grade	2018	80501	C220	C	1	1	1	0	1
40924	2	Final Grade	2018	2018TAHEXPF511NelsAM	F511	B	1	1	1	0	1
40925	2	Final Grade	2018	80375	A200	C	1	1	1	0	1
40925	2	Final Grade	2018	80414	C220	C+	1	1	1	0	1
40925	2	Final Grade	2018	80460	E400	I	1	0	1	0	1
40925	2	Final Grade	2018	80477	D300	B-	1	1	1	0	1
40925	2	Final Grade	2018	80508	B200	B	1	1	1	0	1
40925	2	Final Grade	2018	2018TAHEXPF512CalvAM	F512	B	1	1	1	0	1
40925	2	Final Grade	2018	82926	I1103	P	1	1	1	0	1
40927	2	Final Grade	2018	80368	D200	B	1	1	1	0	1
40927	2	Final Grade	2018	80394	C400	B-	1	1	1	0	1
40927	2	Final Grade	2018	80409	D430	A	1	1	1	0	1
40927	2	Final Grade	2018	80433	A400	A-	1	1	1	0	1
40927	2	Final Grade	2018	80455	B400	A-	1	1	1	0	1
40927	2	Final Grade	2018	80460	E400	A	1	1	1	0	1
40927	2	Final Grade	2018	2018TAHEXPI022CalvPM	G022	B	1	1	1	0	1
40927	2	Final Grade	2018	2018TAHEXPF512CalvAM	F512	B+	1	1	1	0	1
40928	2	Final Grade	2018	80367	E300	B+	1	1	1	0	1
40928	2	Final Grade	2018	80375	A200	B	1	1	1	0	1
40928	2	Final Grade	2018	80414	C220	A	1	1	1	0	1
40928	2	Final Grade	2018	80415	D300	A-	1	1	1	0	1
40928	2	Final Grade	2018	80508	B200	A-	1	1	1	0	1
40928	2	Final Grade	2018	2018TAHEXPF503ScicAM	F503	A+	1	1	1	0	1
40928	2	Final Grade	2018	82926	I1103	P	1	1	1	0	1
40930	2	Final Grade	2018	80370	E300	A-	1	1	1	0	1
40930	2	Final Grade	2018	80389	B200	A	1	1	1	0	1
40930	2	Final Grade	2018	80411	C220	A+	1	1	1	0	1
40930	2	Final Grade	2018	80415	D300	A	1	1	1	0	1
40930	2	Final Grade	2018	80488	A200	A-	1	1	1	0	1
40930	2	Final Grade	2018	2018TAHEXPI191RiedAM	I191	P	1	1	1	0	1
40930	2	Final Grade	2018	2018TAHEXPF502ScicPM	F502	A	1	1	1	0	1
40931	2	Final Grade	2018	80477	D300	C-	1	1	1	0	1
40931	2	Final Grade	2018	80487	E300	C+	1	1	1	0	1
40931	2	Final Grade	2018	80488	A200	C	1	1	1	0	1
40931	2	Final Grade	2018	80501	C220	C	1	1	1	0	1
40931	2	Final Grade	2018	80508	B200	C-	1	1	1	0	1
40931	2	Final Grade	2018	2018TAHEXPF502ScicPM	F502	F	1	0	1	0	1
40931	2	Final Grade	2018	2018TAHEXPF511NelsAM	F511	A+	1	1	1	0	1
40932	2	Final Grade	2018	80389	B200	C	1	1	1	0	1
40932	2	Final Grade	2018	80414	C220	I	1	0	1	0	1
40932	2	Final Grade	2018	80415	D300	C+	1	1	1	0	1
40932	2	Final Grade	2018	80504	A200	C-	1	1	1	0	1
40932	2	Final Grade	2018	2018TAHEXPI022CalvPM	G022	A-	1	1	1	0	1
40932	2	Final Grade	2018	2018TAHEXPF512CalvAM	F512	A-	1	1	1	0	1
40933	2	Final Grade	2018	80411	C220	B	1	1	1	0	1
40933	2	Final Grade	2018	80436	D300	B+	1	1	1	0	1
40933	2	Final Grade	2018	80466	B200	A-	1	1	1	0	1
40933	2	Final Grade	2018	80471	E200	B+	1	1	1	0	1
40933	2	Final Grade	2018	80504	A200	B	1	1	1	0	1
40933	2	Final Grade	2018	2018TAHEXPF511NelsAM	F511	A+	1	1	1	0	1
40933	2	Final Grade	2018	2018TAHEXPI165JohnPM	I267	P	1	1	1	0	1
40934	2	Final Grade	2018	80374	E200	A+	1	1	1	0	1
40934	2	Final Grade	2018	80380	B200	A+	1	1	1	0	1
40934	2	Final Grade	2018	80477	D300	A+	1	1	1	0	1
40934	2	Final Grade	2018	80485	C320	A+	1	1	1	0	1
40934	2	Final Grade	2018	80497	A200	A+	1	1	1	0	1
40934	2	Final Grade	2018	2018TAHEXPI307NelsPM	I307	P	1	1	1	0	1
40934	2	Final Grade	2018	82925	I1103	P	1	1	1	0	1
40937	2	Final Grade	2018	80408	D300	B+	1	1	1	0	1
40937	2	Final Grade	2018	80414	C220	B	1	1	1	0	1
40937	2	Final Grade	2018	80466	B200	A	1	1	1	0	1
40937	2	Final Grade	2018	80471	E200	A-	1	1	1	0	1
40937	2	Final Grade	2018	80504	A200	B	1	1	1	0	1
40937	2	Final Grade	2018	2018TAHEXPF511NelsAM	F511	A+	1	1	1	0	1
40937	2	Final Grade	2018	82926	I1103	P	1	1	1	0	1
40938	2	Final Grade	2018	80380	B200	A-	1	1	1	0	1
40938	2	Final Grade	2018	80411	C220	B-	1	1	1	0	1
40938	2	Final Grade	2018	80415	D300	B+	1	1	1	0	1
40938	2	Final Grade	2018	80471	E200	C	1	1	1	0	1
40938	2	Final Grade	2018	80504	A200	B-	1	1	1	0	1
40938	2	Final Grade	2018	2018TAHEXPI307NelsPM	I307	P	1	1	1	0	1
40938	2	Final Grade	2018	2018TAHEXPI199DeOrAM	G199	A-	1	1	1	0	1
40939	2	Final Grade	2018	80414	C220	A	1	1	1	0	1
40939	2	Final Grade	2018	80458	E200	B+	1	1	1	0	1
40939	2	Final Grade	2018	80477	D300	B+	1	1	1	0	1
40939	2	Final Grade	2018	80497	A200	B	1	1	1	0	1
40939	2	Final Grade	2018	80508	B200	A	1	1	1	0	1
40939	2	Final Grade	2018	2018TAHEXPI022CalvPM	G022	A+	1	1	1	0	1
40939	2	Final Grade	2018	2018TAHEXPI191RiedAM	I191	P	1	1	1	0	1
40940	2	Final Grade	2018	80374	E200	B+	1	1	1	0	1
40940	2	Final Grade	2018	80389	B200	A-	1	1	1	0	1
40940	2	Final Grade	2018	80436	D300	B+	1	1	1	0	1
40940	2	Final Grade	2018	80497	A200	B-	1	1	1	0	1
40940	2	Final Grade	2018	80501	C220	C+	1	1	1	0	1
40940	2	Final Grade	2018	2018TAHEXPF503ScicAM	F503	B+	1	1	1	0	1
40940	2	Final Grade	2018	82926	I1103	NP	1	0	1	0	1
40942	2	Final Grade	2018	80408	D300	A	1	1	1	0	1
40942	2	Final Grade	2018	80471	E200	A	1	1	1	0	1
40942	2	Final Grade	2018	80485	C320	A	1	1	1	0	1
40942	2	Final Grade	2018	80488	A200	A+	1	1	1	0	1
40942	2	Final Grade	2018	80508	B200	A+	1	1	1	0	1
40942	2	Final Grade	2018	2018TAHEXPG102ThieAM	G102	A+	1	1	1	0	1
40942	2	Final Grade	2018	82926	I1103	P	1	1	1	0	1
40943	2	Final Grade	2018	80408	D300	A-	1	1	1	0	1
40943	2	Final Grade	2018	80428	C320	A	1	1	1	0	1
40943	2	Final Grade	2018	80466	B200	A	1	1	1	0	1
40943	2	Final Grade	2018	80471	E200	A	1	1	1	0	1
40943	2	Final Grade	2018	80488	A200	A	1	1	1	0	1
40943	2	Final Grade	2018	2018TAHEXPF512CalvAM	F512	A+	1	1	1	0	1
40943	2	Final Grade	2018	82926	I1103	P	1	1	1	0	1
40944	2	Final Grade	2018	80374	E200	I	1	0	1	0	1
40944	2	Final Grade	2018	80375	A200	I	1	0	1	0	1
40944	2	Final Grade	2018	80411	C220	C	1	1	1	0	1
40944	2	Final Grade	2018	80466	B200	I	1	0	1	0	1
40944	2	Final Grade	2018	80477	D300	B	1	1	1	0	1
40944	2	Final Grade	2018	2018TAHEXPF502ScicPM	F502	F	1	0	1	0	1
40944	2	Final Grade	2018	2018TAHEXPF511NelsAM	F511	F	1	0	1	0	1
40945	2	Final Grade	2018	80374	E200	B	1	1	1	0	1
40945	2	Final Grade	2018	80375	A200	B	1	1	1	0	1
40945	2	Final Grade	2018	80411	C220	B	1	1	1	0	1
40945	2	Final Grade	2018	80466	B200	B	1	1	1	0	1
40945	2	Final Grade	2018	80477	D300	B	1	1	1	0	1
40945	2	Final Grade	2018	2018TAHEXPI299DeOrPM	G299	B+	1	1	1	0	1
40945	2	Final Grade	2018	2018TAHEXPI165JohnAMPM	I267	P	1	1	1	0	1
40946	2	Final Grade	2018	80370	E300	B+	1	1	1	0	1
40946	2	Final Grade	2018	80375	A200	C+	1	1	1	0	1
40946	2	Final Grade	2018	80389	B200	B	1	1	1	0	1
40946	2	Final Grade	2018	80408	D300	C	1	1	1	0	1
40946	2	Final Grade	2018	80414	C220	B-	1	1	1	0	1
40946	2	Final Grade	2018	2018TAHEXPI191RiedAM	I191	P	1	1	1	0	1
40946	2	Final Grade	2018	82926	I1103	P	1	1	1	0	1
40947	2	Final Grade	2018	80414	C220	C	1	1	1	0	1
40947	2	Final Grade	2018	80415	D300	B-	1	1	1	0	1
40947	2	Final Grade	2018	80458	E200	B-	1	1	1	0	1
40947	2	Final Grade	2018	80497	A200	C	1	1	1	0	1
40947	2	Final Grade	2018	80508	B200	C+	1	1	1	0	1
40947	2	Final Grade	2018	2018TAHEXPF503ScicAM	F503	F	1	0	1	0	1
40947	2	Final Grade	2018	2018TAHEXPF511NelsPM	F511	C	1	1	1	0	1
40948	2	Final Grade	2018	80386	C420	C	1	1	1	0	1
40948	2	Final Grade	2018	80409	D430	C+	1	1	1	0	1
40948	2	Final Grade	2018	80433	A400	B	1	1	1	0	1
40948	2	Final Grade	2018	80455	B400	C	1	1	1	0	1
40948	2	Final Grade	2018	80496	E400	B+	1	1	1	0	1
40948	2	Final Grade	2018	2018TAHEXPI299DeOrPM	G299	B+	1	1	1	0	1
40950	2	Final Grade	2018	80370	E300	B+	1	1	1	0	1
40950	2	Final Grade	2018	80380	B200	B+	1	1	1	0	1
40950	2	Final Grade	2018	80477	D300	B	1	1	1	0	1
40950	2	Final Grade	2018	80497	A200	B-	1	1	1	0	1
40950	2	Final Grade	2018	80501	C220	B	1	1	1	0	1
40950	2	Final Grade	2018	2018TAHEXPI307NelsPM	I307	P	1	1	1	0	1
40950	2	Final Grade	2018	2018TAHEXPF502ScicAM	F502	B	1	1	1	0	1
40951	2	Final Grade	2018	80375	A200	A-	1	1	1	0	1
40951	2	Final Grade	2018	80411	C220	A	1	1	1	0	1
40951	2	Final Grade	2018	80436	D300	A	1	1	1	0	1
40951	2	Final Grade	2018	80471	E200	A	1	1	1	0	1
40951	2	Final Grade	2018	80508	B200	A	1	1	1	0	1
40951	2	Final Grade	2018	2018TAHEXPF511NelsPM	F511	A	1	1	1	0	1
40951	2	Final Grade	2018	2018TAHEXPG102ThieAM	G102	A+	1	1	1	0	1
40952	2	Final Grade	2018	80436	D300	A	1	1	1	0	1
40952	2	Final Grade	2018	80449	D200	A	1	1	1	0	1
40952	2	Final Grade	2018	80458	E200	A	1	1	1	0	1
40952	2	Final Grade	2018	80466	B200	A+	1	1	1	0	1
40952	2	Final Grade	2018	80497	A200	A+	1	1	1	0	1
40952	2	Final Grade	2018	80509	C320	A+	1	1	1	0	1
40952	2	Final Grade	2018	2018TAHEXPI299DeOrPM	G299	A	1	1	1	0	1
40952	2	Final Grade	2018	82925	I1103	P	1	1	1	0	1
40953	2	Final Grade	2018	80380	B200	A+	1	1	1	0	1
40953	2	Final Grade	2018	80408	D300	A	1	1	1	0	1
40953	2	Final Grade	2018	80471	E200	A+	1	1	1	0	1
40953	2	Final Grade	2018	80501	C220	A	1	1	1	0	1
40953	2	Final Grade	2018	80504	A200	A+	1	1	1	0	1
40953	2	Final Grade	2018	2018TAHEXPF511NelsAM	F511	A+	1	1	1	0	1
40953	2	Final Grade	2018	82926	I1103	P	1	1	1	0	1
40954	2	Final Grade	2018	80367	E300	A+	1	1	1	0	1
40954	2	Final Grade	2018	80380	B200	A+	1	1	1	0	1
40954	2	Final Grade	2018	80415	D300	A	1	1	1	0	1
40954	2	Final Grade	2018	80485	C320	A+	1	1	1	0	1
40954	2	Final Grade	2018	80497	A200	A+	1	1	1	0	1
40954	2	Final Grade	2018	2018TAHEXPF502ScicPM	F502	A+	1	1	1	0	1
40954	2	Final Grade	2018	2018TAHEXPI199DeOrAM	G199	A+	1	1	1	0	1
40955	2	Final Grade	2018	80374	E200	B+	1	1	1	0	1
40955	2	Final Grade	2018	80375	A200	B+	1	1	1	0	1
40955	2	Final Grade	2018	80389	B200	A-	1	1	1	0	1
40955	2	Final Grade	2018	80414	C220	B+	1	1	1	0	1
40955	2	Final Grade	2018	80415	D300	B	1	1	1	0	1
40955	2	Final Grade	2018	2018TAHEXPF502ScicPM	F502	B	1	1	1	0	1
40955	2	Final Grade	2018	2018TAHEXPI228BockAM	I228	P	1	1	1	0	1
40956	2	Final Grade	2018	80388	B300	B+	1	1	1	0	1
40956	2	Final Grade	2018	80403	C320	B-	1	1	1	0	1
40956	2	Final Grade	2018	80406	D200	B	1	1	1	0	1
