corrected_grade,COURSE_NAME,COURSE_NUMBER,date_of_pull,grade_type,inc_reason,LETTER_GRADE,SIS_SECTION_ID,stu_crs_lookup,STUDENT_ID,Max. ADDL_EXPECTED_PCNT,Max. COG_SKILL_PCNT,Max. CONCEPT_PCNT,Max. NUM_PROJECTS_OVERDUE,Max. OVERALL_SCORE,Max. POWER_EXPECTED_PCNT
A+,SI-AP Government,A400,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,7193,110126 A400,110126,100,99,,0,99,100
B,SI-AP English Literature,B400,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,7186,110126 B400,110126,100,80,,0,86,100
C+,SI-AP Calculus,C400,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,7199,110126 C400,110126,33,,75,0,77,100
B-,SI-AP Environmental Science,D430,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,7247,110126 D430,110126,66,75,,0,80,100
NO GRADE,Mentor,H144,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,7522,110126 H144,110126,,,,0,,
NO GRADE,SI-College Readiness (2019),H144,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],N/A,7522,110126 H144,110126,100,,,0,,100
NO GRADE,Health (WA),I199,1/15/2019 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],N/A,7776,110126 I199,110126,100,,,0,,100
P,SI-Digital Photography & Image Editing,I1030,1/15/2019 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,7899,110126 I1030,110126,100,97,,0,97,100
NO GRADE,Strength and Fitness SI,I1064,1/15/2019 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],N/A,7895,110126 I1064,110126,100,,,0,,100
A,SI-AP Government,A400,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,7210,110133 A400,110133,100,93,,0,95,100
B+,SI-AP English Literature,B400,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,7274,110133 B400,110133,100,82,,0,87,100
I,SI-AP Calculus,C400,1/15/2019 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[X],I,7199,110133 C400,110133,0,,,2,,33
I,SI-AP Environmental Science,D430,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[X],I,7238,110133 D430,110133,0,76,,1,74,100
NO GRADE,Mentor,H144,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,7474,110133 H144,110133,,,,0,,
NO GRADE,Health (WA),I199,1/15/2019 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],N/A,7776,110133 I199,110133,100,,,0,,100
P,SI-Theater & Performance,I1021,1/15/2019 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,7904,110133 I1021,110133,100,93,,0,93,100
NO GRADE,Hip Hop and Movement S2,I1026,1/15/2019 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,7280,110133 I1026,110133,,,,0,,
I,SI-Bridge to College,S4100,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[X] Ovrdue Proj?[X],I,7652,110133 S4100,110133,100,85,59,1,79,100
I,WA History- Sierra ,S5000,1/15/2019 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[_],I,7777,110133 S5000,110133,100,,,0,,0
B,SI-AP Government,A400,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,7285,110134 A400,110134,0,88,,0,83,100
C,SI-AP English Literature,B400,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,7186,110134 B400,110134,0,78,,0,76,100
I,SI-AP Calculus,C400,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[X],I,7241,110134 C400,110134,33,,89,1,86,100
C+,SI-AP Environmental Science,D430,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,7247,110134 D430,110134,0,81,,0,78,100
NO GRADE,Mentor,H144,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,7474,110134 H144,110134,,,,0,,
NO GRADE,Health (WA),I199,1/15/2019 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],N/A,7776,110134 I199,110134,100,,,0,,100
P,SI-Theater & Performance,I1021,1/15/2019 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,7904,110134 I1021,110134,100,100,,0,100,100
NO GRADE,Strength and Fitness SI,I1064,1/15/2019 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],N/A,7903,110134 I1064,110134,100,,,0,,100
A,SI-Bridge to College,S4100,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,7649,110134 S4100,110134,100,93,87,0,93,100
NO GRADE,WA History- Sierra ,S5000,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],N/A,7777,110134 S5000,110134,100,,,0,,100
C,SI-AP Government,A400,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,7285,110135 A400,110135,0,74,,0,73,100
I,SI-AP English Literature,B400,1/15/2019 12:00:00 AM,project,PFA?[X] Proj Score?[X] Ovrdue Proj?[_],I,7187,110135 B400,110135,100,63,,0,69,75
I,SI-AP Environmental Science,D430,1/15/2019 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[_],I,7243,110135 D430,110135,0,70,,0,67,85
NO GRADE,Mentor,H144,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,7490,110135 H144,110135,,,,0,,
NO GRADE,SI-College Readiness (2019),H144,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],N/A,7490,110135 H144,110135,100,,,0,,100
NO GRADE,Health (WA),I199,1/15/2019 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],N/A,7776,110135 I199,110135,100,,,0,,100
P,Hip Hop and Movement,I1026,1/15/2019 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,7914,110135 I1026,110135,100,85,,0,85,100
NO GRADE,SI- Basketball & Athletic Leadership (Semester 2),I1031,1/15/2019 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],N/A,7266,110135 I1031,110135,100,,,0,,100
A-,SI-Bridge to College,S4100,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,7652,110135 S4100,110135,100,89,85,0,91,100
NO GRADE,WA History- Sierra ,S5000,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],N/A,7777,110135 S5000,110135,100,,,0,,100
A+,SI-AP Government,A400,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,7210,110138 A400,110138,100,96,,0,97,100
A-,SI-AP English Literature,B400,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,7186,110138 B400,110138,100,87,,0,91,100
B,SI-AP Calculus,C400,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,7241,110138 C400,110138,33,,88,0,86,100
B-,SI-AP Environmental Science,D430,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,7238,110138 D430,110138,83,77,,0,82,100
NO GRADE,Mentor,H144,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,7524,110138 H144,110138,,,,0,,
NO GRADE,SI-College Readiness (2019),H144,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],N/A,7524,110138 H144,110138,100,,,0,,100
NO GRADE,Health (WA),I199,1/15/2019 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],N/A,7776,110138 I199,110138,100,,,0,,100
P,SI-Basketball & Athletic Leadership,I1031,1/15/2019 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,7915,110138 I1031,110138,100,96,,0,96,100
NO GRADE,Strength and Fitness SI,I1064,1/15/2019 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],N/A,7903,110138 I1064,110138,100,,,0,,100
NO GRADE,WA History- Sierra ,S5000,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],N/A,7777,110138 S5000,110138,100,,,0,,100
I,SI-AP Government,A400,1/15/2019 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[_],I,7222,110139 A400,110139,0,,,0,,40
B,SI-AP English Literature,B400,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,7274,110139 B400,110139,100,75,,0,83,100
NO GRADE,SI-AP Environmental Science,D430,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],N/A,7202,110139 D430,110139,33,,,0,,100
NO GRADE,Mentor,H144,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,7487,110139 H144,110139,,,,0,,
NO GRADE,Health (WA),I199,1/15/2019 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],N/A,7776,110139 I199,110139,100,,,0,,100
NO GRADE,Strength and Fitness SI,I1064,1/15/2019 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],N/A,7895,110139 I1064,110139,100,,,0,,100
A+,SI-Bridge to College,S4100,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,7649,110139 S4100,110139,100,96,95,0,97,100
B,SI-AP US History,A300,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,7254,110140 A300,110140,57,85,,0,86,100
A-,SI-AP English Language,B300,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,7223,110140 B300,110140,100,85,,0,90,100
A+,SI-Math III/Pre-Calc,C320,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,7252,110140 C320,110140,66,,100,0,97,100
B+,SI-Chemistry,D200,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,7322,110140 D200,110140,0,96,,0,88,100
B+,SI-Spanish 3,E300,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,7302,110140 E300,110140,100,,,0,87,100
NO GRADE,Mentor,H144,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,7501,110140 H144,110140,,,,0,,
NO GRADE,"SPS-Leadership I (11th Grade HCC, 2018-19)",H144,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,7501,110140 H144,110140,,,,0,,
NO GRADE,SI-Yoga (E),I1047,1/15/2019 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,7907,110140 I1047,110140,,,,0,,
NO GRADE,Strength and Fitness SI,I1064,1/15/2019 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],N/A,7903,110140 I1064,110140,100,,,0,,100
A-,SI-AP US History,A300,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,7248,110141 A300,110141,85,88,,0,90,100
B+,SI-AP English Language,B300,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,7223,110141 B300,110141,100,82,,0,87,100
A-,SI-AP Calculus,C400,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,7241,110141 C400,110141,0,,100,0,91,100
A,SI-Chemistry,D200,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,7211,110141 D200,110141,33,100,,0,94,100
A+,AP Computer Science Principles,G104,1/15/2019 12:00:00 AM,a_f_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,7255,110141 G104,110141,100,100,,0,100,100
NO GRADE,Mentor,H144,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,7493,110141 H144,110141,,,,0,,
NO GRADE,"SPS-Leadership I (11th Grade HCC, 2018-19)",H144,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,7493,110141 H144,110141,,,,0,,
B+,SI-AP US History,A300,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,7260,110144 A300,110144,100,82,,0,87,100
B,SI-AP English Language,B300,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,7244,110144 B300,110144,100,78,,0,85,100
A+,SI-Math III/Pre-Calc,C320,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,7258,110144 C320,110144,100,,100,0,100,100
A+,SI-Chemistry,D200,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,7233,110144 D200,110144,100,100,,0,100,100
NO GRADE,Mentor,H144,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,7485,110144 H144,110144,,,,0,,
NO GRADE,"SPS-Leadership I (11th Grade HCC, 2018-19)",H144,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,7485,110144 H144,110144,,,,0,,
NO GRADE,SI- Basketball & Athletic Leadership (Semester 2),I1031,1/15/2019 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],N/A,7266,110144 I1031,110144,100,,,0,,100
P,SI-Basketball & Athletic Leadership,I1031,1/15/2019 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,7915,110144 I1031,110144,100,93,,0,93,100
B,SI-AP US History,A300,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,7209,110145 A300,110145,57,83,,0,84,100
B-,SI-AP English Language,B300,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,7281,110145 B300,110145,100,74,,0,82,100
A,SI-Math III/Pre-Calc,C320,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,7258,110145 C320,110145,50,,96,0,93,100
A,SI-Chemistry,D200,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,7322,110145 D200,110145,100,93,,0,95,100
A+,SI-Spanish 3,E300,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,7302,110145 E300,110145,100,,,0,97,100
NO GRADE,Mentor,H144,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,7501,110145 H144,110145,,,,0,,
NO GRADE,"SPS-Leadership I (11th Grade HCC, 2018-19)",H144,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,7501,110145 H144,110145,,,,0,,
P,SI-Student Government & Leadership,I1062,1/15/2019 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,7318,110145 I1062,110145,100,100,,0,100,100
A,SI-AP US History,A300,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,7260,110146 A300,110146,100,92,,0,94,100
A-,SI-AP English Language,B300,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,7244,110146 B300,110146,100,89,,0,92,100
A,SI-Math III/Pre-Calc,C320,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,7258,110146 C320,110146,50,,96,0,93,100
A,SI-Chemistry,D200,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,7322,110146 D200,110146,33,100,,0,94,100
NO GRADE,Mentor,H144,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,7493,110146 H144,110146,,,,0,,
NO GRADE,"SPS-Leadership I (11th Grade HCC, 2018-19)",H144,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,7493,110146 H144,110146,,,,0,,
NO GRADE,SI-Marks & Layers: 2D/3D Visual Art,I1022,1/15/2019 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],N/A,7905,110146 I1022,110146,100,,,0,,100
NO GRADE,SI-Yoga (E),I1047,1/15/2019 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,7907,110146 I1047,110146,,,,0,,
I,SI-AP US History,A300,1/15/2019 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[_],I,7260,110148 A300,110148,0,73,,0,65,66
C-,SI-AP English Language,B300,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C-,7244,110148 B300,110148,0,71,,0,71,100
B+,SI-Math III/Pre-Calc,C320,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,7258,110148 C320,110148,0,,96,0,88,100
I,SI-Chemistry,D200,1/15/2019 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[_],I,7322,110148 D200,110148,0,84,,0,69,50
NO GRADE,Mentor,H144,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,7501,110148 H144,110148,,,,0,,
NO GRADE,"SPS-Leadership I (11th Grade HCC, 2018-19)",H144,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,7501,110148 H144,110148,,,,0,,
P,SI-Theater & Performance,I1021,1/15/2019 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,7904,110148 I1021,110148,100,97,,0,97,100
NO GRADE,Hip Hop and Movement S2,I1026,1/15/2019 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,7280,110148 I1026,110148,,,,0,,
A-,SI-AP US History,A300,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,7209,110149 A300,110149,100,85,,0,90,100
A-,SI-AP English Language,B300,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,7281,110149 B300,110149,100,85,,0,90,100
A-,SI-Math III/Pre-Calc,C320,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,7314,110149 C320,110149,50,,93,0,91,100
A-,SI-Chemistry,D200,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,7322,110149 D200,110149,66,90,,0,90,100
B,SI-AP Spanish Language,E400,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,7298,110149 E400,110149,50,,,0,83,100
NO GRADE,Mentor,H144,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,7493,110149 H144,110149,,,,0,,
NO GRADE,"SPS-Leadership I (11th Grade HCC, 2018-19)",H144,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,7493,110149 H144,110149,,,,0,,
NO GRADE,Hip Hop and Movement S2,I1026,1/15/2019 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,7251,110149 I1026,110149,,,,0,,
P,SI-Digital Photography & Image Editing,I1030,1/15/2019 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,7899,110149 I1030,110149,100,100,,0,100,100
I,SI-AP US History,A300,1/15/2019 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[_],I,7254,110150 A300,110150,0,74,,0,70,88
B,SI-AP English Language,B300,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,7207,110150 B300,110150,100,78,,0,85,100
B+,SI-Math III/Pre-Calc,C320,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,7258,110150 C320,110150,0,,96,0,88,100
C+,SI-Chemistry,D200,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,7233,110150 D200,110150,0,81,,0,78,100
NO GRADE,Mentor,H144,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,7498,110150 H144,110150,,,,0,,
NO GRADE,"SPS-Leadership I (11th Grade HCC, 2018-19)",H144,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,7498,110150 H144,110150,,,,0,,
P,SI-Digital Photography & Image Editing,I1030,1/15/2019 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,7899,110150 I1030,110150,100,95,,0,95,100
NO GRADE,SI-Words & Stories: Creative Writing,I1046,1/15/2019 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],N/A,7900,110150 I1046,110150,100,,,0,,100
C+,SI-AP US History,A300,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,7248,110151 A300,110151,85,70,,0,78,100
I,SI-AP English Language,B300,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[X] Ovrdue Proj?[_],I,7281,110151 B300,110151,100,67,,0,77,100
B-,SI-Math III/Pre-Calc,C320,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,7252,110151 C320,110151,0,,85,0,81,100
I,SI-Chemistry,D200,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[X],I,7211,110151 D200,110151,0,75,,1,74,100
NO GRADE,Mentor,H144,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,7493,110151 H144,110151,,,,0,,
NO GRADE,"SPS-Leadership I (11th Grade HCC, 2018-19)",H144,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,7493,110151 H144,110151,,,,0,,
NO GRADE,SI- Basketball & Athletic Leadership (Semester 2),I1031,1/15/2019 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],N/A,7216,110151 I1031,110151,100,,,0,,100
P,SI-Basketball & Athletic Leadership,I1031,1/15/2019 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,7915,110151 I1031,110151,100,96,,0,96,100
B-,SI-AP US History,A300,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,7260,110154 A300,110154,85,76,,0,82,100
B,SI-AP English Language,B300,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,7223,110154 B300,110154,100,75,,0,83,100
A,SI-Math III/Pre-Calc,C320,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,7314,110154 C320,110154,16,,100,0,93,100
C+,SI-Chemistry,D200,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,7211,110154 D200,110154,0,82,,0,78,100
NO GRADE,Mentor,H144,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,7498,110154 H144,110154,,,,0,,
NO GRADE,"SPS-Leadership I (11th Grade HCC, 2018-19)",H144,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,7498,110154 H144,110154,,,,0,,
NO GRADE,Exploring Computer Science,I1044,1/15/2019 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],N/A,7902,110154 I1044,110154,100,,,0,,100
NO GRADE,SI-Yoga (E),I1047,1/15/2019 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,7907,110154 I1047,110154,,,,0,,
I,SI-AP US History,A300,1/15/2019 12:00:00 AM,project,PFA?[X] Proj Score?[X] Ovrdue Proj?[_],I,7209,110155 A300,110155,0,69,,0,67,88
B-,SI-AP English Language,B300,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,7207,110155 B300,110155,100,73,,0,81,100
A,SI-Math III/Pre-Calc,C320,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,7195,110155 C320,110155,50,,100,0,96,100
I,SI-Chemistry,D200,1/15/2019 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[_],I,7196,110155 D200,110155,0,86,,0,78,83
NO GRADE,Mentor,H144,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,7516,110155 H144,110155,,,,0,,
NO GRADE,"SPS-Leadership I (11th Grade HCC, 2018-19)",H144,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,7516,110155 H144,110155,,,,0,,
NO GRADE,Hip Hop and Movement S2,I1026,1/15/2019 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,7251,110155 I1026,110155,,,,0,,
NO GRADE,SI-Yoga (E),I1047,1/15/2019 12:00:00 AM,pnp_elec,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,7907,110155 I1047,110155,,,,0,,
I,SI-AP US History,A300,1/15/2019 12:00:00 AM,project,PFA?[X] Proj Score?[X] Ovrdue Proj?[_],I,7248,110158 A300,110158,0,55,,0,41,11
I,SI-AP English Language,B300,1/15/2019 12:00:00 AM,project,PFA?[X] Proj Score?[X] Ovrdue Proj?[_],I,7223,110158 B300,110158,0,60,,0,48,28
I,SI-Math III/Pre-Calc,C320,1/15/2019 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[_],I,7195,110158 C320,110158,0,,93,0,82,80
I,SI-Chemistry,D200,1/15/2019 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[X],I,7211,110158 D200,110158,0,93,,1,72,33
NO GRADE,Mentor,H144,1/15/2019 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],,7498,110158 H144,110158,,,,0,,
